team_name,matchId,player_name,drop_x,drop_y,pickup_x,pickup_y,pickup_delay,possession_duration,possession_events,opponent_event_type,pickup_in_attacking_half,travel_distance,pickup_zone,drop_zone,risk_label,risk_score
Jönköpings Södra,5819179,A. Eriksson,88.0,70.0,88.0,66.0,1.0,38.178875,16,interception,True,4.0,central attacking third,right attacking third,High risk,7.079999999999999
Jönköpings Södra,5819216,J. Drott,89.0,39.0,89.0,39.0,1.0,69.2540145,16,interception,True,0.0,central attacking third,central attacking third,High risk,7.0600000000000005
Jönköpings Södra,5819246,L. Lyck,89.0,35.0,89.0,35.0,1.0,24.0460435,17,interception,True,0.0,central attacking third,central attacking third,High risk,7.0600000000000005
Jönköpings Södra,5819228,A. Kiwarkis,88.0,55.0,88.0,55.0,1.0,62.920645,29,clearance,True,0.0,central attacking third,central attacking third,High risk,7.02
Jönköpings Södra,5819327,C. Hellström,98.0,52.0,98.0,52.0,2.0,15.2384365,9,goalkeeper_exit,True,0.0,central attacking third,central attacking third,High risk,6.92
Jönköpings Södra,5819260,D. Kozica,95.0,24.0,94.0,32.0,2.0,9.909359,7,interception,True,8.06225774829855,left attacking third,left attacking third,High risk,6.880933866224478
Jönköpings Södra,5819169,L. Eek,96.0,51.0,96.0,51.0,2.0,26.3816555,10,goalkeeper_exit,True,0.0,central attacking third,central attacking third,High risk,6.84
Jönköpings Södra,5819169,D. Kozica,64.0,0.0,68.0,5.0,0.0,11.0769365,7,interception,True,6.4031242374328485,left attacking third,left midfield,High risk,6.8160468635614935
Jönköpings Södra,5819246,A. Eriksson,95.0,47.0,95.0,47.0,2.0,63.9906005,22,goalkeeper_exit,True,0.0,central attacking third,central attacking third,High risk,6.800000000000001
Jönköpings Södra,5819279,D. Kozica,95.0,32.0,95.0,32.0,2.0,17.1154395,9,interception,True,0.0,left attacking third,left attacking third,High risk,6.800000000000001
Jönköpings Södra,5819279,A. Bark,82.0,49.0,82.0,49.0,1.0,9.6234255,5,interception,True,0.0,central attacking third,central attacking third,High risk,6.78
Jönköpings Södra,5819246,D. Kozica,80.0,12.0,88.0,27.0,2.0,11.4762985,4,pass,True,17.0,left attacking third,left attacking third,High risk,6.7749999999999995
Jönköpings Södra,5819154,S. Crona,81.0,31.0,81.0,31.0,1.0,21.967863,7,pass,True,0.0,left attacking third,left attacking third,High risk,6.74
Jönköpings Södra,5819327,R. Sillamaa,42.0,70.0,60.0,81.0,0.0,12.909994,7,touch,True,21.095023109728988,right midfield,right midfield,Medium risk,6.716425346645935
Jönköpings Södra,5819246,A. Eriksson,92.0,32.0,92.0,32.0,2.0,27.420498,16,clearance,True,0.0,left attacking third,left attacking third,High risk,6.68
Jönköpings Södra,5819154,D. Kozica,79.0,76.0,79.0,76.0,1.0,33.9251575,20,interception,True,0.0,right attacking third,right attacking third,High risk,6.66
Jönköpings Södra,5819246,A. Kiwarkis,79.0,29.0,79.0,29.0,1.0,15.72927,12,interception,True,0.0,left attacking third,left attacking third,High risk,6.66
Jönköpings Södra,5819169,A. Karlsson,78.0,89.0,78.0,89.0,1.0,29.862653,11,duel,True,0.0,right attacking third,right attacking third,High risk,6.62
Jönköpings Södra,5819246,A. Kiwarkis,77.0,82.0,77.0,82.0,1.0,33.5035295,12,interception,True,0.0,right attacking third,right attacking third,High risk,6.58
Jönköpings Södra,5819216,A. Kiwarkis,89.0,58.0,89.0,58.0,2.0,72.550106,25,pass,True,0.0,central attacking third,central attacking third,High risk,6.5600000000000005
Jönköpings Södra,5819246,J. Shamoun,89.0,36.0,89.0,36.0,2.0,35.7671245,19,interception,True,0.0,central attacking third,central attacking third,High risk,6.5600000000000005
Jönköpings Södra,5819246,L. Eek,76.0,28.0,76.0,28.0,1.0,19.097082,9,interception,True,0.0,left attacking third,left attacking third,High risk,6.54
Jönköpings Södra,5819216,A. Kiwarkis,88.0,63.0,88.0,63.0,2.0,66.719221,36,interception,True,0.0,central attacking third,central attacking third,High risk,6.52
Jönköpings Södra,5819216,J. Drott,92.0,30.0,97.0,32.0,3.0,16.6269715,9,pass,True,5.385164807134504,left attacking third,left attacking third,High risk,6.460777472107018
Jönköpings Södra,5819179,A. Kiwarkis,86.0,27.0,86.0,27.0,2.0,22.73389,8,pass,True,0.0,left attacking third,left attacking third,High risk,6.4399999999999995
Jönköpings Södra,5819154,L. Eek,73.0,15.0,73.0,15.0,1.0,64.243743,23,interception,True,0.0,left attacking third,left attacking third,High risk,6.42
Jönköpings Södra,5819246,A. Eriksson,85.0,54.0,85.0,54.0,2.0,19.5524615,13,duel,True,0.0,central attacking third,central attacking third,High risk,6.4
Jönköpings Södra,5819179,A. Kiwarkis,72.0,20.0,72.0,20.0,1.0,28.2476405,10,pass,True,0.0,left attacking third,left attacking third,High risk,6.38
Jönköpings Södra,5819246,K. Grauberg Lepik,70.0,49.0,70.0,49.0,1.0,14.8391305,12,acceleration,True,0.0,central attacking third,central attacking third,High risk,6.300000000000001
Jönköpings Södra,5819169,J. Drott,81.0,25.0,81.0,25.0,2.0,24.714836,8,pass,True,0.0,left attacking third,left attacking third,High risk,6.24
Jönköpings Södra,5819154,A. Kiwarkis,68.0,21.0,68.0,21.0,1.0,32.974857,18,duel,True,0.0,left attacking third,left attacking third,High risk,6.220000000000001
Jönköpings Södra,5819154,O. Almström,68.0,13.0,68.0,13.0,1.0,11.0865575,7,interception,True,0.0,left attacking third,left attacking third,High risk,6.220000000000001
Jönköpings Södra,5819202,A. Eriksson,68.0,81.0,68.0,81.0,1.0,9.0622135,4,interception,True,0.0,right attacking third,right attacking third,High risk,6.220000000000001
Jönköpings Södra,5819279,C. Hellström,79.0,69.0,79.0,69.0,2.0,12.5442285,6,interception,True,0.0,right attacking third,right attacking third,High risk,6.16
Jönköpings Södra,5819202,S. Crona,78.0,23.0,78.0,23.0,2.0,42.210849,22,pass,True,0.0,left attacking third,left attacking third,High risk,6.12
Jönköpings Södra,5819246,L. Lyck,78.0,67.0,78.0,67.0,2.0,39.0504885,14,interception,True,0.0,right attacking third,right attacking third,High risk,6.12
Jönköpings Södra,5819246,J. Drott,78.0,25.0,78.0,25.0,2.0,13.2461705,9,interception,True,0.0,left attacking third,left attacking third,High risk,6.12
Jönköpings Södra,5819169,A. Kiwarkis,78.0,28.0,78.0,28.0,2.0,8.4355015,6,interception,True,0.0,left attacking third,left attacking third,High risk,6.12
Jönköpings Södra,5819279,L. Eek,100.0,100.0,84.0,94.0,3.0,11.6680325,6,pass,True,17.08800749063506,right attacking third,right attacking third,High risk,6.116320112359525
Jönköpings Södra,5819327,L. Eek,90.0,47.0,90.0,47.0,3.0,39.574151,11,interception,True,0.0,central attacking third,central attacking third,High risk,6.1
Jönköpings Södra,5819216,H. Lyck,76.0,92.0,76.0,92.0,2.0,47.6872665,17,duel,True,0.0,right attacking third,right attacking third,High risk,6.04
Jönköpings Södra,5819246,A. Eriksson,63.0,39.0,63.0,39.0,1.0,9.118426,8,pass,True,0.0,central midfield,central midfield,Medium risk,6.02
Jönköpings Södra,5819228,L. Eek,87.0,34.0,87.0,34.0,3.0,31.803807,12,interception,True,0.0,central attacking third,central attacking third,High risk,5.98
Jönköpings Södra,5819279,A. Kiwarkis,79.0,8.0,96.0,47.0,5.0,42.4664185,23,shot_against,True,42.5440947723653,central attacking third,left attacking third,High risk,5.9781614215854795
Jönköpings Södra,5819202,A. Bark,74.0,87.0,74.0,87.0,2.0,19.7411795,13,interception,True,0.0,right attacking third,right attacking third,High risk,5.96
Jönköpings Södra,5819260,K. Galabri,86.0,37.0,86.0,37.0,3.0,25.805867,8,touch,True,0.0,central attacking third,central attacking third,High risk,5.9399999999999995
Jönköpings Södra,5819297,L. Lyck,61.0,84.0,61.0,84.0,1.0,18.8861695,13,duel,True,0.0,right midfield,right midfield,Medium risk,5.9399999999999995
Jönköpings Södra,5819279,H. Lyck,73.0,57.0,73.0,57.0,2.0,23.4568295,6,pass,True,0.0,central attacking third,central attacking third,High risk,5.92
Jönköpings Södra,5819279,C. Farnerud,59.0,89.0,59.0,89.0,1.0,32.311071,14,interception,True,0.0,right midfield,right midfield,Medium risk,5.859999999999999
Jönköpings Södra,5819297,H. Lyck,69.0,93.0,69.0,93.0,2.0,18.7910755,9,interception,True,0.0,right attacking third,right attacking third,High risk,5.76
Jönköpings Södra,5819297,J. Drott,69.0,34.0,69.0,34.0,2.0,15.966381,12,pass,True,0.0,central attacking third,central attacking third,High risk,5.76
Jönköpings Södra,5819260,A. Bark,94.0,92.0,94.0,92.0,4.0,10.648609,7,duel,True,0.0,right attacking third,right attacking third,Medium risk,5.76
Jönköpings Södra,5819297,A. Karlsson,56.0,48.0,56.0,48.0,1.0,46.996542,23,touch,True,0.0,central midfield,central midfield,Medium risk,5.74
Jönköpings Södra,5819179,A. Kiwarkis,81.0,21.0,81.0,21.0,3.0,10.520705,7,interception,True,0.0,left attacking third,left attacking third,High risk,5.74
Jönköpings Södra,5819279,J. Shamoun,56.0,91.0,56.0,91.0,1.0,10.3928275,5,interception,True,0.0,right midfield,right midfield,Medium risk,5.74
Jönköpings Södra,5819246,J. Drott,68.0,31.0,68.0,31.0,2.0,22.667972,8,interception,True,0.0,left attacking third,left attacking third,High risk,5.720000000000001
Jönköpings Södra,5819246,D. Kozica,75.0,76.0,60.0,88.0,2.0,24.874852,12,duel,True,19.209372712298546,right midfield,right attacking third,Medium risk,5.688140590684479
Jönköpings Södra,5819202,J. Shamoun,53.0,73.0,53.0,73.0,1.0,77.2064205,44,interception,True,0.0,right midfield,right midfield,Medium risk,5.62
Jönköpings Södra,5819154,A. Karlsson,81.0,72.0,74.0,65.0,3.0,13.1756245,10,duel,True,9.899494936611665,central attacking third,right attacking third,High risk,5.608492424049175
Jönköpings Södra,5819246,A. Eriksson,90.0,27.0,90.0,27.0,4.0,14.95796,7,pass,True,0.0,left attacking third,left attacking third,Medium risk,5.6
Jönköpings Södra,5819154,D. Kozica,63.0,94.0,63.0,94.0,2.0,11.531704,8,duel,True,0.0,right midfield,right midfield,Medium risk,5.52
Jönköpings Södra,5819169,A. Karlsson,62.0,81.0,62.0,81.0,2.0,9.3193605,9,pass,True,0.0,right midfield,right midfield,Medium risk,5.48
Jönköpings Södra,5819297,J. Drott,74.0,89.0,74.0,89.0,3.0,12.6409355,7,clearance,True,0.0,right attacking third,right attacking third,High risk,5.46
Jönköpings Södra,5819314,J. Drott,74.0,55.0,74.0,55.0,3.0,8.161101,7,pass,True,0.0,central attacking third,central attacking third,High risk,5.46
Jönköpings Södra,5819260,A. Eriksson,74.0,85.0,97.0,54.0,6.0,14.90295,6,shot_against,True,38.600518131237564,central attacking third,right attacking third,High risk,5.4590077719685635
Jönköpings Södra,5819202,J. Shamoun,98.0,63.0,98.0,63.0,5.0,45.0109835,20,interception,True,0.0,central attacking third,central attacking third,Medium risk,5.42
Jönköpings Södra,5819314,K. Galabri,48.0,91.0,48.0,91.0,1.0,12.086422,11,interception,False,0.0,right midfield,right midfield,Low risk,5.42
Jönköpings Södra,5819260,E. Boulos,57.0,88.0,54.0,95.0,2.0,14.905598,10,touch,True,7.615773105863909,right midfield,right midfield,Medium risk,5.274236596587959
Jönköpings Södra,5819179,A. Kiwarkis,56.0,13.0,56.0,13.0,2.0,29.128945,15,duel,True,0.0,left midfield,left midfield,Medium risk,5.24
Jönköpings Södra,5819297,H. Lyck,68.0,21.0,68.0,21.0,3.0,19.8553725,7,touch,True,0.0,left attacking third,left attacking third,High risk,5.220000000000001
Jönköpings Södra,5819202,A. Kiwarkis,90.0,32.0,90.0,25.0,5.0,10.686809,11,duel,True,7.0,left attacking third,left attacking third,Medium risk,5.205
Jönköpings Södra,5819246,A. Bark,67.0,75.0,67.0,75.0,3.0,17.3976305,7,interception,True,0.0,right attacking third,right attacking third,High risk,5.18
Jönköpings Södra,5819327,L. Eek,79.0,10.0,79.0,10.0,4.0,48.7173585,19,duel,True,0.0,left attacking third,left attacking third,Medium risk,5.16
Jönköpings Södra,5819216,D. Kozica,54.0,22.0,54.0,22.0,2.0,27.093433,5,pass,True,0.0,left midfield,left midfield,Medium risk,5.16
Jönköpings Södra,5819297,A. Eriksson,66.0,62.0,66.0,62.0,3.0,24.918151,10,pass,True,0.0,central midfield,central midfield,Medium risk,5.140000000000001
Jönköpings Södra,5819169,J. Shamoun,66.0,67.0,66.0,67.0,3.0,8.4972255,4,pass,True,0.0,right midfield,right midfield,Medium risk,5.140000000000001
Jönköpings Södra,5819260,D. Kozica,90.0,35.0,90.0,35.0,5.0,28.6730285,13,pass,True,0.0,central attacking third,central attacking third,Medium risk,5.1
Jönköpings Södra,5819228,L. Lyck,26.0,17.0,26.0,17.0,0.0,9.6137805,5,interception,False,0.0,left defensive third,left defensive third,Low risk,5.04
Jönköpings Södra,5819297,C. Farnerud,63.0,26.0,63.0,26.0,3.0,51.045659,22,interception,True,0.0,left midfield,left midfield,Medium risk,5.02
Jönköpings Södra,5819169,A. Karlsson,56.0,79.0,69.0,87.0,4.0,8.9288295,6,pass,True,15.264337522473747,right attacking third,right midfield,Medium risk,4.988965062837106
Jönköpings Södra,5819228,A. Bark,87.0,35.0,87.0,35.0,5.0,13.5242825,10,pass,True,0.0,central attacking third,central attacking third,Medium risk,4.98
Jönköpings Södra,5819179,F. Benatallah,65.0,17.0,60.0,17.0,3.0,13.8876935,12,duel,True,5.0,left midfield,left midfield,Medium risk,4.9750000000000005
Jönköpings Södra,5819260,D. Kozica,36.0,79.0,36.0,79.0,1.0,8.7163435,5,pass,False,0.0,right midfield,right midfield,Low risk,4.9399999999999995
Jönköpings Södra,5819202,A. Eriksson,47.0,43.0,47.0,43.0,2.0,75.5083255,47,pass,False,0.0,central midfield,central midfield,Low risk,4.88
Jönköpings Södra,5819202,J. Shamoun,47.0,81.0,47.0,81.0,2.0,38.0832425,10,interception,False,0.0,right midfield,right midfield,Low risk,4.88
Jönköpings Södra,5819169,H. Lyck,34.0,84.0,34.0,84.0,1.0,14.115224,4,touch,False,0.0,right midfield,right midfield,Low risk,4.86
Jönköpings Södra,5819314,J. Drott,46.0,87.0,46.0,87.0,2.0,8.575583,8,interception,False,0.0,right midfield,right midfield,Low risk,4.84
Jönköpings Södra,5819154,A. Bark,21.0,90.0,21.0,90.0,0.0,8.221669,6,pass,False,0.0,right defensive third,right defensive third,Low risk,4.84
Jönköpings Södra,5819314,R. Sillamaa,44.0,90.0,44.0,90.0,2.0,31.204022,7,interception,False,0.0,right midfield,right midfield,Low risk,4.76
Jönköpings Södra,5819297,A. Eriksson,44.0,78.0,44.0,78.0,2.0,9.6954325,8,pass,False,0.0,right midfield,right midfield,Low risk,4.76
Jönköpings Södra,5819314,A. Eriksson,30.0,91.0,30.0,91.0,1.0,12.2918225,5,interception,False,0.0,right defensive third,right defensive third,Low risk,4.7
Jönköpings Södra,5819216,A. Karlsson,42.0,71.0,42.0,71.0,2.0,30.718249,15,interception,False,0.0,right midfield,right midfield,Low risk,4.68
Jönköpings Södra,5819216,A. Kiwarkis,53.0,72.0,53.0,72.0,3.0,37.1744415,15,interception,True,0.0,right midfield,right midfield,Medium risk,4.62
Jönköpings Södra,5819246,K. Grauberg Lepik,62.0,38.0,62.0,30.0,4.0,56.042249,22,pass,True,8.0,left midfield,central midfield,Low risk,4.6000000000000005
Jönköpings Södra,5819260,A. Eriksson,40.0,37.0,40.0,37.0,2.0,46.269507,16,touch,False,0.0,central midfield,central midfield,Low risk,4.6
Jönköpings Södra,5819297,A. Eriksson,38.0,17.0,38.0,17.0,2.0,20.6062275,10,interception,False,0.0,left midfield,left midfield,Low risk,4.52
Jönköpings Södra,5819246,J. Shamoun,75.0,19.0,75.0,19.0,5.0,23.7861095,13,pass,True,0.0,left attacking third,left attacking third,Medium risk,4.5
Jönköpings Södra,5819202,A. Eriksson,47.0,11.0,47.0,11.0,3.0,21.667868,4,pass,False,0.0,left midfield,left midfield,Low risk,4.38
Jönköpings Södra,5819314,K. Galabri,34.0,65.0,36.0,91.0,3.0,33.3208905,15,pass,False,26.076809620810597,right midfield,central midfield,Low risk,4.331152144312159
Jönköpings Södra,5819260,D. Kozica,33.0,39.0,33.0,39.0,2.0,27.8167295,13,pass,False,0.0,central defensive third,central defensive third,Low risk,4.32
Jönköpings Södra,5819228,S. Crona,58.0,7.0,58.0,7.0,4.0,24.656027,11,duel,True,0.0,left midfield,left midfield,Low risk,4.32
Jönköpings Södra,5819216,D. Kozica,33.0,97.0,33.0,97.0,2.0,17.5384665,8,pass,False,0.0,right defensive third,right defensive third,Low risk,4.32
Jönköpings Södra,5819202,J. Shamoun,94.0,84.0,94.0,84.0,7.0,11.980063,6,pass,True,0.0,right attacking third,right attacking third,Medium risk,4.26
Jönköpings Södra,5819260,A. Bark,93.0,75.0,93.0,75.0,7.0,12.063333,7,touch,True,0.0,right attacking third,right attacking third,Medium risk,4.220000000000001
Jönköpings Södra,5819314,K. Galabri,17.0,94.0,17.0,94.0,1.0,30.165332,13,interception,False,0.0,right defensive third,right defensive third,Low risk,4.18
Jönköpings Södra,5819216,A. Kiwarkis,41.0,74.0,41.0,74.0,3.0,8.7630765,4,pass,False,0.0,right midfield,right midfield,Low risk,4.140000000000001
Jönköpings Södra,5819246,J. Drott,15.0,62.0,15.0,62.0,1.0,12.5672165,8,pass,False,0.0,central defensive third,central defensive third,Low risk,4.1
Jönköpings Södra,5819314,C. Hellström,45.0,13.0,59.0,12.0,5.0,55.920747,11,pass,True,14.035668847618199,left midfield,left midfield,Low risk,4.070535032714273
Jönköpings Södra,5819279,S. Crona,39.0,19.0,39.0,19.0,3.0,77.915225,17,duel,False,0.0,left midfield,left midfield,Low risk,4.0600000000000005
Jönköpings Södra,5819260,A. Bark,88.0,87.0,88.0,87.0,7.0,21.002383,12,touch,True,0.0,right attacking third,right attacking third,Medium risk,4.02
Jönköpings Södra,5819297,A. Karlsson,88.0,76.0,88.0,76.0,7.0,18.6383815,5,pass,True,0.0,right attacking third,right attacking third,Medium risk,4.02
Jönköpings Södra,5819327,A. Khoshaba,37.0,66.0,37.0,66.0,3.0,8.126041,6,pass,False,0.0,central midfield,central midfield,Low risk,3.98
Jönköpings Södra,5819216,A. Eriksson,34.0,23.0,34.0,23.0,3.0,17.8280025,8,duel,False,0.0,left midfield,left midfield,Low risk,3.8600000000000003
Jönköpings Södra,5819314,J. Drott,90.0,33.0,93.0,26.0,8.0,43.490814,21,pass,True,7.615773105863909,left attacking third,left attacking third,Medium risk,3.834236596587959
Jönköpings Södra,5819279,L. Eek,94.0,47.0,94.0,47.0,8.0,40.635875,13,pass,True,0.0,central attacking third,central attacking third,Medium risk,3.7600000000000002
Jönköpings Södra,5819297,A. Karlsson,68.0,79.0,68.0,79.0,6.0,29.1907565,11,pass,True,0.0,right attacking third,right attacking third,Medium risk,3.72
Jönköpings Södra,5819169,O. Almström,92.0,55.0,92.0,55.0,8.0,13.363444,5,pass,True,0.0,central attacking third,central attacking third,Medium risk,3.68
Jönköpings Södra,5819260,D. Kozica,53.0,77.0,79.0,65.0,8.0,30.071026,18,duel,True,28.635642126552707,central attacking third,right midfield,Medium risk,3.5895346318982906
Jönköpings Södra,5819154,L. Eek,24.0,37.0,24.0,37.0,3.0,29.3261075,14,duel,False,0.0,central defensive third,central defensive third,Low risk,3.46
Jönköpings Södra,5819228,A. Eriksson,11.0,61.0,11.0,61.0,2.0,26.2798245,11,shot,False,0.0,central defensive third,central defensive third,Low risk,3.44
Jönköpings Södra,5819202,A. Karlsson,46.0,11.0,55.0,14.0,6.0,10.576517,9,duel,True,9.486832980505138,left midfield,left midfield,Low risk,3.3423024947075772
Jönköpings Södra,5819297,H. Lyck,44.0,54.0,56.0,24.0,7.0,27.1607925,6,duel,True,32.31098884280702,left midfield,central midfield,Low risk,3.2246648326421057
Jönköpings Södra,5819260,A. Kiwarkis,95.0,44.0,62.0,24.0,8.0,11.366563,9,duel,True,38.58756276314948,left midfield,central attacking third,Medium risk,3.058813441447242
Jönköpings Södra,5819216,A. Eriksson,29.0,94.0,33.0,82.0,5.0,35.918971,13,pass,False,12.649110640673518,right defensive third,right defensive third,Low risk,3.009736659610103
Jönköpings Södra,5819202,A. Eriksson,75.0,65.0,51.0,64.0,7.0,34.280956,15,pass,True,24.020824298928627,central midfield,central attacking third,Low risk,2.9003123644839293
Jönköpings Södra,5819169,L. Eek,31.0,41.0,31.0,41.0,5.0,11.8095005,6,duel,False,0.0,central defensive third,central defensive third,Low risk,2.74
Jönköpings Södra,5819327,L. Eek,74.0,12.0,39.0,19.0,7.0,15.9902295,8,duel,False,35.6931365951495,left midfield,left attacking third,Low risk,2.5953970489272424
Jönköpings Södra,5819228,C. Hellström,41.0,9.0,33.0,6.0,6.0,35.4778805,19,duel,False,8.54400374531753,left defensive third,left midfield,Low risk,2.448160056179763
Jönköpings Södra,5819297,A. Karlsson,14.0,8.0,18.0,59.0,7.0,24.5483655,12,touch,False,51.15662224971465,central defensive third,left defensive third,Low risk,1.9873493337457198
Jönköpings Södra,5819169,H. Lyck,39.0,66.0,43.0,80.0,8.0,10.2281905,5,duel,False,14.560219778561036,right midfield,central midfield,Low risk,1.9384032966784155
Jönköpings Södra,5819179,H. Lyck,34.0,34.0,25.0,10.0,7.0,10.3162395,10,duel,False,25.632011235952593,left defensive third,central midfield,Low risk,1.884480168539289
Rosengård,5819280,J. Voelkerling Persson,89.0,41.0,92.0,20.0,0.0,26.8877815,14,duel,True,21.213203435596427,left attacking third,central attacking third,High risk,7.998198051533946
Rosengård,5819261,J. Voelkerling Persson,96.0,57.0,96.0,57.0,0.0,14.423711,9,interception,True,0.0,central attacking third,central attacking third,High risk,7.84
Rosengård,5819261,M. Andersson,100.0,100.0,87.0,83.0,0.0,14.886489,10,interception,True,21.400934559032695,right attacking third,right attacking third,High risk,7.801014018385491
Rosengård,5819231,J. Voelkerling Persson,100.0,100.0,94.0,74.0,1.0,13.81817,9,interception,True,26.68332812825267,right attacking third,right attacking third,High risk,7.66024992192379
Rosengård,5819309,J. Lynard,100.0,66.0,96.0,52.0,1.0,26.1119475,13,interception,True,14.560219778561036,central attacking third,central attacking third,High risk,7.558403296678415
Rosengård,5819217,B. Llana,84.0,49.0,96.0,50.0,1.0,8.315107,4,interception,True,12.041594578792296,central attacking third,central attacking third,High risk,7.520623918681884
Rosengård,5819231,M. Ritari,86.0,50.0,86.0,50.0,0.0,13.516328,7,interception,True,0.0,central attacking third,central attacking third,High risk,7.4399999999999995
Rosengård,5819280,M. Andersson,86.0,64.0,86.0,64.0,0.0,11.713872,9,interception,True,0.0,central attacking third,central attacking third,High risk,7.4399999999999995
Rosengård,5819309,J. Voelkerling Persson,100.0,100.0,98.0,71.0,2.0,14.3928975,5,pass,True,29.068883707497267,right attacking third,right attacking third,High risk,7.356033255612459
Rosengård,5819197,J. Voelkerling Persson,89.0,70.0,94.0,72.0,1.0,10.4086565,8,interception,True,5.385164807134504,right attacking third,right attacking third,High risk,7.340777472107018
Rosengård,5819186,E. Onotu,96.0,49.0,96.0,49.0,1.0,58.148689,34,shot_against,True,0.0,central attacking third,central attacking third,High risk,7.34
Rosengård,5819250,M. Andersson,96.0,54.0,96.0,54.0,1.0,9.15291,6,interception,True,0.0,central attacking third,central attacking third,High risk,7.34
Rosengård,5819250,E. Onotu,87.0,25.0,92.0,29.0,1.0,26.102512,11,interception,True,6.4031242374328485,left attacking third,left attacking third,High risk,7.2760468635614926
Rosengård,5819280,M. Andersson,93.0,52.0,93.0,52.0,1.0,59.306202,29,clearance,True,0.0,central attacking third,central attacking third,High risk,7.220000000000001
Rosengård,5819309,A. Malaj,92.0,68.0,92.0,68.0,1.0,14.8593945,11,interception,True,0.0,right attacking third,right attacking third,High risk,7.18
Rosengård,5819197,R. Bonde,90.0,44.0,90.0,44.0,1.0,46.952273,22,interception,True,0.0,central attacking third,central attacking third,High risk,7.1
Rosengård,5819309,L. Carlius,88.0,45.0,97.0,48.0,2.0,10.90306,5,touch,True,9.486832980505138,central attacking third,central attacking third,High risk,7.022302494707577
Rosengård,5819197,L. Carlius,88.0,54.0,88.0,54.0,1.0,14.1860695,8,interception,True,0.0,central attacking third,central attacking third,High risk,7.02
Rosengård,5819280,M. Andersson,87.0,85.0,87.0,85.0,1.0,14.334512,7,interception,True,0.0,right attacking third,right attacking third,High risk,6.98
Rosengård,5819217,J. Voelkerling Persson,87.0,50.0,87.0,50.0,1.0,10.899346,7,interception,True,0.0,central attacking third,central attacking third,High risk,6.98
Rosengård,5819150,E. Onotu,96.0,56.0,96.0,56.0,2.0,21.85156,9,goalkeeper_exit,True,0.0,central attacking third,central attacking third,High risk,6.84
Rosengård,5819280,J. Lynard,96.0,51.0,96.0,51.0,2.0,17.27217,8,goalkeeper_exit,True,0.0,central attacking third,central attacking third,High risk,6.84
Rosengård,5819197,J. Voelkerling Persson,97.0,48.0,92.0,43.0,2.0,27.6793195,11,interception,True,7.0710678118654755,central attacking third,central attacking third,High risk,6.786066017177982
